skill_id,name,owner,description,is_gold_union,artifact_roles
thedivergentai--godot-shaders-basics,godot-shaders-basics,thedivergentai,"Expert blueprint for shader programming (visual effects, post-processing, material customization) using Godot's GLSL-like shader language. Covers canvas_item (2D), spatial (3D), uniforms, built-in variables, and performance. Use when implementing custom effects OR stylized rendering. Keywords shader, GLSL, fragment, vertex, canvas_item, spatial, uniform, UV, COLOR, ALBEDO, post-processing.",0,{}
thedivergentai--godot-signal-architecture,godot-signal-architecture,thedivergentai,"Expert blueprint for signal-driven architecture using ""Signal Up, Call Down"" pattern for loose coupling. Covers typed signals, signal chains, one-shot connections, and AutoLoad event buses. Use when implementing event systems OR decoupling nodes. Keywords signal, emit, connect, CONNECT_ONE_SHOT, CONNECT_REFERENCE_COUNTED, event bus, AutoLoad, decoupling.",0,{}
thedivergentai--godot-ui-rich-text,godot-ui-rich-text,thedivergentai,"Expert blueprint for RichTextLabel with BBCode formatting (bold, italic, colors, images, clickable links) and custom effects. Covers meta tags, RichTextEffect shaders, and dynamic content. Use when implementing dialogue systems OR formatted text. Keywords RichTextLabel, BBCode, [b], [color], [url], meta_clicked, RichTextEffect, dialogue.",0,"{""image"": ""mention""}"
theepan--java-code-review,java-code-review,theepan,"Review Java source code for bugs, security vulnerabilities, performance problems, concurrency issues, AI-generated code quality issues, dependency licensing risks, and best practice violations. Use when a user asks to review Java code, audit Java files, find bugs in Java, check Java code quality, detect AI slop, check library licenses, or perform a code review on .java files. Accepts code provided directly, as local file paths, as directory paths, or as unified diff output.",0,{}
thegreataxios--arktype,arktype,thegreataxios,"TypeScript type validation with ArkType, ArkEnv, and ArkRegex. Use for schemas, environment variables, and type-safe regex.",0,{}
theorcdev--registry-component-patterns,registry-component-patterns,theorcdev,Register components in registry.json for shadcn/ui add command. Apply when adding new 8-bit components to the component library.,0,"{""json"": ""mention""}"
thibautbaissac--authorization-pundit,authorization-pundit,thibautbaissac,"Implements policy-based authorization with Pundit for resource access control. Use when adding authorization rules, checking permissions, restricting actions, role-based access, or when user mentions Pundit, policies, authorization, or permissions.",0,{}
thibautbaissac--rails-controller,rails-controller,thibautbaissac,"Creates Rails controllers with TDD approach - request spec first, then implementation. Use when creating new controllers, adding controller actions, implementing CRUD operations, or when user mentions controllers, routes, or API endpoints.",0,{}
thibautbaissac--viewcomponent-patterns,viewcomponent-patterns,thibautbaissac,"Creates ViewComponents for reusable UI elements with TDD. Use when building reusable UI components, extracting complex partials, creating cards/tables/badges/modals, or when user mentions ViewComponent, components, or reusable UI.",0,{}
thim81--opportunity-solution-tree-builder,opportunity-solution-tree-builder,thim81,"Create and edit Opportunity Solution Trees (OST) in ost-builder Markdown. Use when users ask how to create an Opportunity Solution Trees, format OST Markdown, convert a tree to Markdown, validate headings/status/metrics syntax, or troubleshoot why ost-builder is not parsing a tree correctly.",0,"{""text"": ""produce""}"
thinkfleetai--kagi-search,kagi-search,thinkfleetai,"Web search using Kagi Search API. Use when you need to search the web for current information, facts, or references. Requires KAGI_API_KEY in the environment.",0,{}
thinkfleetai--local-whisper,local-whisper,thinkfleetai,Local speech-to-text using OpenAI Whisper. Runs fully offline after model download. High quality transcription with multiple model sizes.,0,"{""audio"": ""consume""}"
thomasholknielsen--json-formatter,json-formatter,thomasholknielsen,"Formats and validates JSON data. Use when you need to pretty-print JSON, fix formatting issues, or validate JSON syntax. ALWAYS USE THIS when doing JSON Formatting",0,"{""json"": ""mention""}"
thomasholknielsen--websearch-standard,websearch-standard,thomasholknielsen,"Standard multi-source verification search strategy for moderate complexity research. 2-iteration workflow with source ranking, consensus identification, and citation transparency. Use for feature comparisons, moderate complexity topics, fact-checking. Keywords: compare, differences, features, fact-check, verify, what are.",0,{}
tiansuyu--starrocks-expert,starrocks-expert,tiansuyu,"Expert guidance for StarRocks database operations including table management, data loading, query optimization, materialized views, partitioning strategies, and cluster configuration. Use when working with StarRocks databases, OLAP queries, data warehousing, ETL pipelines, or when the user mentions StarRocks, distributed analytics, or columnar storage.",0,"{""database"": ""consume""}"
tianxiao1430-jpg--search-expert,search-expert,tianxiao1430-jpg,Advanced research skills using Z.AI Web Search Prime to synthesize technical information.,0,{}
tigrisdata--go-table-driven-tests,go-table-driven-tests,tigrisdata,"Write Go table-driven tests following established patterns. Use when writing tests, creating test functions, adding test cases, or when the user mentions ""test"", ""table-driven"", ""Go tests"", or testing in Go codebases.",0,{}
timelessco--nextjs,nextjs,timelessco,"Guide for implementing Next.js - a React framework for production with server-side rendering, static generation, and modern web features. Use when building Next.js applications, implementing App Router, working with server components, data fetching, routing, or optimizing performance.",0,{}
timescale--pgvector-semantic-search,pgvector-semantic-search,timescale,"Use this skill for setting up vector similarity search with pgvector for AI/ML embeddings, RAG applications, or semantic search.

**Trigger when user asks to:**
- Store or search vector embeddings in PostgreSQL
- Set up semantic search, similarity search, or nearest neighbor search
- Create HNSW or IVFFlat indexes for vectors
- Implement RAG (Retrieval Augmented Generation) with PostgreSQL
- Optimize pgvector performance, recall, or memory usage
- Use binary quantization for large vector datasets

**Keywords:** pgvector, embeddings, semantic search, vector similarity, HNSW, IVFFlat, halfvec, cosine distance, nearest neighbor, RAG, LLM, AI search

Covers: halfvec storage, HNSW index configuration (m, ef_construction, ef_search), quantization strategies, filtered search, bulk loading, and performance tuning.",0,"{""database"": ""both""}"
timescale--postgres-hybrid-text-search,postgres-hybrid-text-search,timescale,"Use this skill to implement hybrid search combining BM25 keyword search with semantic vector search using Reciprocal Rank Fusion (RRF).

**Trigger when user asks to:**
- Combine keyword and semantic search
- Implement hybrid search or multi-modal retrieval
- Use BM25/pg_textsearch with pgvector together
- Implement RRF (Reciprocal Rank Fusion) for search
- Build search that handles both exact terms and meaning


**Keywords:** hybrid search, BM25, pg_textsearch, RRF, reciprocal rank fusion, keyword search, full-text search, reranking, cross-encoder

Covers: pg_textsearch BM25 index setup, parallel query patterns, client-side RRF fusion (Python/TypeScript), weighting strategies, and optional ML reranking.",0,{}
timescale--setup-timescaledb-hypertables,setup-timescaledb-hypertables,timescale,"Use this skill when creating database schemas or tables for Timescale, TimescaleDB, TigerData, or Tiger Cloud, especially for time-series, IoT, metrics, events, or log data. Use this to improve the performance of any insert-heavy table.

**Trigger when user asks to:**
- Create or design SQL schemas/tables AND Timescale/TimescaleDB/TigerData/Tiger Cloud is available
- Set up hypertables, compression, retention policies, or continuous aggregates
- Configure partition columns, segment_by, order_by, or chunk intervals
- Optimize time-series database performance or storage
- Create tables for sensors, metrics, telemetry, events, or transaction logs

**Keywords:** CREATE TABLE, hypertable, Timescale, TimescaleDB, time-series, IoT, metrics, sensor data, compression policy, continuous aggregates, columnstore, retention policy, chunk interval, segment_by, order_by

Step-by-step instructions for hypertable creation, column selection, compression policies, retention, continuous aggregates, and indexes.",0,"{""database"": ""produce""}"
tkersey--fix,fix,tkersey,"Review+fix protocol with safety guardrails (unsoundness, invariants, footguns, incidental complexity). Use when prompts say ""$fix this PR"", ""fix current branch"", ""fix this diff"", ""repair CI red"", or ""apply a minimal patch"", and when crash/corruption/invariant-break issues need correction with a validation signal.",0,{}
tkersey--mesh,mesh,tkersey,"Use `$mesh` for homogeneous leaf-batch execution over `spawn_agents_on_csv`: CSV or file-list fanout, repeated audits, structured extraction, or other one-row-per-worker jobs after planning is done. This is a narrow batch adapter, not the default orchestration workflow.",0,"{""csv"": ""consume""}"
